epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,train_auroc,train_auprc,train_image_best_f1,train_image_best_threshold,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou,val_auroc,val_auprc,val_image_best_f1,val_image_best_threshold
1,0.8527537515906037,0.7477019272866796,0.14081707126537307,0.9547847968633058,0.15903437601738288,0.12367689337764608,0.7618046174210482,0.5684817314598407,0.6649986406133064,0.9591079412913713,0.8958422640959421,0.5804067452748617,0.11419882814439165,0.988852385017607,0.14181775871600072,0.11089663396628725,0.04878917286233478,0.05399800289915926,0.053418773586470805,0.5277777049276564
2,0.8114269151062262,0.8777074950640319,0.32777776972192235,0.9542519372017657,0.3372240308366838,0.3015148716627574,0.8456670260655861,0.6971215461964847,0.7423992043854772,0.9954342392624401,0.8816450768046908,0.889967014392217,0.2019406428767575,0.9637377394570245,0.22642453718516561,0.19085013742248216,0.05199430076612618,0.055474884338722746,0.054507307701450076,0.5276190472973717
3,0.7842265396821694,0.8981681925351502,0.3443999270923802,0.9582772186545075,0.3571398277751735,0.3205330982560017,0.8816671994320073,0.7448761794009399,0.7865235727567521,0.993573534684103,0.8736326694488525,0.9036467439598508,0.3478683961762322,0.9706243673960367,0.3688695596324073,0.33358712991078693,0.05217236358572583,0.05533055461363088,0.05446620103380466,0.5277706649568346
1,0.8499816910165255,0.7564946237157603,0.1554645506023872,0.9550354412344636,0.16898571394506048,0.13420618139207363,0.784765285785238,0.6206342184410262,0.6905003384243694,0.9649914395613749,0.8912143541706933,0.9189823170502981,0.4678330934709973,0.9401023321681552,0.46636005904939437,0.4329658829503589,0.05074786263149241,0.054490062728107656,0.053418773586470805,0.5269767542680105
2,0.8034868768004121,0.8860804643787321,0.3393723209861849,0.9596644815851431,0.35135580562665814,0.31564652431206625,0.8599743934097511,0.7354528504530136,0.7735341583249091,0.9991997988497625,0.9041562941339281,0.9636700848738352,0.7095886170864105,0.8962247040536668,0.6759622361924913,0.6457284622722201,0.05003561224340703,0.05531413335036714,0.05446620103380466,0.5027818348672655
3,0.7743773391989411,0.9119311453866177,0.41743300684162826,0.9622997709962188,0.42750499580727247,0.3908965780598218,0.8687143711717942,0.7332666776833603,0.7734889266304453,0.991940444610158,0.8776296509636773,0.8233761158254411,0.28106936977969277,0.9767578906483121,0.29958219991789925,0.2665604071484672,0.049145298679596716,0.05403906138153498,0.052410871721861235,0.5275021890799204
4,0.7480407679667238,0.9250571503013861,0.4490375401543789,0.9581791113634579,0.4548922679463371,0.4188283188421218,0.8780277674830275,0.7683064933703441,0.7890717650244947,0.9984207485542923,0.858543422487047,0.898400174246894,0.3663896256022983,0.9802009926901923,0.3909403913550907,0.35438694722122616,0.05377492718149625,0.05520785698630761,0.05446620103380466,0.5277681946754456
5,0.718554006248224,0.9273393623164443,0.4357230235807231,0.9557584221245813,0.44326592004690013,0.4061728979720444,0.9014462678652778,0.7926716316595597,0.8112349595054826,0.9967253726036822,0.8675744467311435,0.9680111209551493,0.6542189717292786,0.9111909535196092,0.6332609984609816,0.5993355578846402,0.053240739969135795,0.05555554522395907,0.0555555256410396,0.5036424464649625
6,0.6900226317468237,0.9320389853149164,0.42794837424012483,0.9562919042149528,0.43470374726858296,0.39729359892548105,0.8980284523151955,0.7647178451991292,0.8053642426957828,0.9956101022782873,0.9077394439114465,0.9736087388462491,0.790922098689609,0.8131054606702592,0.6621582061052322,0.6360627876387702,0.0457621081342683,0.05431113005399162,0.0498083999207445,0.4722222222222222
7,0.6615527790100848,0.9352610150321585,0.43521785271949454,0.9493121670894935,0.43654476790154567,0.40004235237348273,0.8906215311885924,0.7710928367818188,0.8051537614700696,0.9999170713737363,0.8342654274569618,0.9589930474758148,0.5978271729416318,0.9567492869165208,0.6028242905934652,0.5682086315419939,0.055555554487179526,0.05555554522395907,0.0555555256410396,0.4722222222222222
8,0.6161449580896096,0.9469642453506345,0.5324814368466861,0.9462766911162704,0.528240583959173,0.4926750630628867,0.8847397481624358,0.7419866645702647,0.7865348000270227,0.9966819735824085,0.8328007724550035,0.9086200661129422,0.35798701726728016,0.9681377907594045,0.3770417480005158,0.3409044485953119,0.054843303208780926,0.055400079910491125,0.05446620103380466,0.5277775327364603
9,0.596437753223982,0.9496791470246236,0.5172865752313958,0.9421340617977205,0.5121649457294433,0.4754452036052454,0.8924046582109522,0.7638229924642173,0.7895001610644021,0.9990042692325154,0.8817004296514723,0.923240578836865,0.3414812336365382,0.8896395795875125,0.33208035594887203,0.3003572854730818,0.053418802076484875,0.05522900657000667,0.053497912665766624,0.5271261201964484
10,0.5812531660814755,0.9498144075518749,0.5212159943385203,0.937928358062369,0.513448457737438,0.4770619854575298,0.8812613339186774,0.6971267914241954,0.7792594396927143,0.9988089340632079,0.8920645614465078,0.9648186696900262,0.4906951089700063,0.8644276625580258,0.4526141451464759,0.42002564503086937,0.0519943013003141,0.05491409531125649,0.054507307701450076,0.517384280761083
11,0.5525287594951567,0.955544108250102,0.5260773755487849,0.9354636522590137,0.5181937808873224,0.4820032681598038,0.893360778213266,0.7082296016979622,0.7831344503822325,0.9975204057380801,0.830812371439404,0.9502244061893887,0.6061611870924631,0.91391564740075,0.5837346480952369,0.5516904460059272,0.049501423962670724,0.05440392237731344,0.0522875518817697,0.5198865036169688
12,0.5285192151538661,0.9581063516804429,0.5812346861987817,0.9348004382164752,0.5660781327818261,0.5306304971702763,0.8795661680345435,0.6966426997086832,0.7773227547364339,0.9992156224172624,0.8155034416251712,0.9508055382304721,0.5411664181285434,0.9584719869825575,0.552999754746755,0.5167679886023203,0.0543091156402952,0.0553141147092751,0.05446620103380466,0.5277588102552626
13,0.4994557578055585,0.95908172990455,0.5659083059576692,0.9366916750298172,0.5557307171039894,0.519747115549494,0.8920353647296067,0.741954146627634,0.7850609414195356,0.9969334719610996,0.8069232702255249,0.9584330552154117,0.5572507861587737,0.9555365310774909,0.5613935771915648,0.5262050843901105,0.0543091156402952,0.05531411763534132,0.05446620103380466,0.5277681251366934
14,0.4891632062489869,0.9624849880327944,0.6040310400431274,0.935290409893286,0.5894167144767574,0.5538393268819715,0.8937411169331938,0.7359175267076549,0.7899514665793036,0.9980642776020238,0.8409286141395569,0.9787975682152642,0.8233945568402609,0.8875517712699043,0.7676774925655789,0.7373200787438287,0.05003561224340703,0.05531413335036714,0.05446620103380466,0.5148635705312093
15,0.4632960274571278,0.9662032830910604,0.6492487113983905,0.9321606989766731,0.6338832866950114,0.5986684678030796,0.8991675860053161,0.7531043577437171,0.8098182396528824,0.9770760731618913,0.821067386203342,0.9737457003858354,0.7071109215418497,0.9161354700724283,0.6811595459779104,0.6471049471033944,0.05448717845989484,0.05535522431550267,0.05446620103380466,0.4722222222222222
16,0.46655702297804785,0.9646367088693087,0.6408583858951193,0.9271867226381771,0.6178946177490422,0.5834150016307831,0.8810976510453783,0.7226662640331213,0.7959128709001917,0.9973966919007848,0.8218122919400533,0.9644307262367673,0.6663955847422282,0.9326864778995514,0.6448167430029975,0.6121634228361977,0.052706551510336846,0.05499052299700495,0.05333330346668117,0.527774539258745
17,0.44887846903722795,0.9682371196199636,0.6696899220591686,0.9223623715463232,0.639773639499164,0.6065458655357361,0.886334166493614,0.7574953983706141,0.7937434891534568,0.9495956174662856,0.8533899519178603,0.9780719545152452,0.846496045589447,0.8690932293732961,0.7702309191226959,0.742149089773496,0.053418802432610164,0.05515490424151964,0.05333330346668117,0.4722222222222222
18,0.43517018243914746,0.9669406433574489,0.6688964489053507,0.9291700691473289,0.6483456301884573,0.6142001826255048,0.890063936304129,0.7152459626348813,0.7889156228508584,0.9699690762113352,0.8318754865063561,0.8661215802033743,0.23642945455180275,0.9860615730285645,0.2642107158899307,0.22879983650313485,0.046652421698078615,0.053647710420846734,0.053497912665766624,0.52777498960495
