epoch,train_loss,train_loss_main,train_loss_aux2,train_loss_aux3,train_loss_reg,train_acc,train_precision,train_recall,train_f1,train_iou,val_loss,val_loss_main,val_loss_aux2,val_loss_aux3,val_loss_reg,val_acc,val_precision,val_recall,val_f1,val_iou
1,1.4822387594641422,0.7465793654921126,0.7293449006169022,0.7399324801137592,0.0020794406961016625,0.9713756353062042,0.47037504308236644,0.8759627024435731,0.39801086287371373,0.3623208183260797,1.6152544716097388,0.8033742818591397,0.8102711387489677,0.80909518042196,0.0020794416777789593,0.981581154282773,0.7068539896002696,0.9081474303230912,0.665988232517926,0.628582209074105
2,1.3538931204748448,0.6748849187280319,0.6739356862160499,0.6814183403731129,0.0020794399357453586,0.9767448668867872,0.6310963078023454,0.9092479306786301,0.5874482307593306,0.5508144741414311,1.578457478635578,0.786459823162547,0.7893378672186648,0.790788667511854,0.0020794416777789593,0.9725413683949825,0.42935165178741574,0.9369699235212071,0.41231758087817727,0.3761866166063185
3,1.3181473362718994,0.6561610073802645,0.6572409898932758,0.6639056954644121,0.002079439786839252,0.9775166378944468,0.6632630189990145,0.9117630195298475,0.6192815225206602,0.583957999105985,1.5934874770443361,0.7940539657424073,0.7936572830599568,0.8028991964749911,0.0020794416777789593,0.9662412788033055,0.4390181637611336,0.9604183865798509,0.4434051905281413,0.40723942505157024
4,1.3013480801584179,0.6480484585192373,0.6488043982017666,0.654843813481709,0.002079440939243035,0.97800251482444,0.6691487825929953,0.9189574018688575,0.6323051281379517,0.5974744879383278,1.5621318625091216,0.7786951538457767,0.7802087952944345,0.7830799073518829,0.0020794416777789593,0.9635818426359432,0.3872438381808422,0.9286491873031919,0.3618026899599949,0.3256982647638121
5,1.2837167096570763,0.6388308118595276,0.6406311850100909,0.6460693279083676,0.002079441497940666,0.9788971890136215,0.6894029990711408,0.9241000863231419,0.6565685187856805,0.622018085371215,1.5597333381429905,0.7764991848907746,0.7798403507965996,0.7831261827196886,0.0020794416777789593,0.9615090986451518,0.38644270517335677,0.9621185169753615,0.3885316732472051,0.35629856650149555
6,1.2797363164357987,0.6376057826404591,0.6385507449799291,0.6423015722776663,0.002079441650203754,0.9785197972023647,0.690198804476178,0.9283905744736767,0.6607445260397491,0.6270964153361177,1.544316855686236,0.7690492932977229,0.7720712799888225,0.7748633317568673,0.0020794416777789593,0.9807673430184595,0.6177369259796703,0.9424960383008963,0.6005144268208318,0.5691687571699724
7,1.256335890985235,0.6257455147012501,0.6270676652999666,0.6306758003058075,0.0020794416780187436,0.980331884476478,0.7503757080975979,0.9276711621871324,0.719043664391148,0.6859865107058168,1.549643953273658,0.7729801378525551,0.7745966319573054,0.7745659355652461,0.0020794416777789593,0.977914004549653,0.5925239945428789,0.9312187682850697,0.564147431289063,0.531062345433999
8,1.2531760490809238,0.6247677645280604,0.6250995524634293,0.6281727346160999,0.0020794416780187436,0.9808916903180516,0.7407496389690069,0.9303533048143593,0.7107749704568688,0.6783236665796791,1.5374891837043452,0.7671045712615608,0.7680808004489444,0.7686416597142547,0.0020794416777789593,0.9782204748491088,0.5842061147139044,0.9421491317370309,0.5651298654845558,0.5330031939138227
9,1.2503539972720874,0.6239601185221136,0.6233336682422768,0.6257855510981764,0.0020794416780187436,0.9825369366411077,0.7648823624602218,0.9309165316003727,0.7349040516351,0.7029644040650778,1.5417946129768334,0.7687232085513724,0.770382574534158,0.7719059823222109,0.0020794416777789593,0.9755094232111632,0.5558936432019156,0.9448288094911335,0.5407079018909697,0.508013625939412
10,1.227849491945747,0.6124122083862336,0.6124242016264879,0.6147582607092499,0.0020794416780187436,0.9822759264897858,0.7627237603898998,0.9313835976942683,0.7325416840423011,0.700886531931713,1.5404418869354235,0.7691894386649563,0.7690332153213584,0.7693826263562006,0.0020794416777789593,0.978777117677544,0.5860303362814396,0.937665886074197,0.5636781426142998,0.531018787668487
