epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,train_auroc,train_auprc,train_image_best_f1,train_image_best_threshold,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou,val_auroc,val_auprc,val_image_best_f1,val_image_best_threshold
1,0.8423811431243041,0.8442554596428559,0.14059513060497902,0.9533194643314754,0.1993254416352399,0.1347511236938848,0.7107620667452172,0.7443754377055991,0.8088455108695184,0.9958558116003732,0.7981852839390436,0.8957369873921076,0.1739700250327587,0.9488856792449951,0.24012280131379762,0.16677579656243324,0.8061905445009,0.8165275754777163,0.8358486574945924,0.9996403902769089
2,0.795914768058563,0.9047706461398402,0.16950965742362994,0.9434562492593427,0.23056819366517467,0.16060756717886882,0.7691281968817406,0.7914802459345189,0.8276066476064476,0.9985346014254561,0.7743628869454066,0.9379414568344752,0.2018493190407753,0.9151291102170944,0.2646470305820306,0.18720620001355806,0.815952213243766,0.84469803111113,0.835195013925974,0.9999045133590698
3,0.7489940061747471,0.918156817137638,0.19785569385390414,0.9184048716152939,0.25349800539350953,0.18160304622115375,0.7882345719474874,0.8082047513142744,0.8312649019247538,0.989402127043109,0.7156954656044642,0.9403818249702454,0.33507774273554486,0.8369095176458359,0.35681774218877155,0.28048241635163623,0.8028381260210642,0.8316379455237598,0.824561156945871,0.9988741228977839
4,0.6975625057086766,0.9323290658888416,0.223268630070107,0.8904108750485928,0.27246221398638787,0.1994540178190882,0.7780713253767821,0.8024111330272488,0.8313099523064836,0.9988973413672403,0.6690709193547567,0.9270197848478953,0.22147592529654503,0.9238328983386358,0.2839259554942449,0.2076653279364109,0.645455768656813,0.6720761063974835,0.7913387756131766,0.996768648425738
5,0.6355954798582558,0.9435115055503133,0.24379881102348042,0.8745591618190302,0.2882501643116229,0.2139824987432667,0.7508124672217997,0.7818994114956005,0.8276819368344196,0.9993294471892241,0.5778205245733261,0.9615832567214966,0.3226351961493492,0.8486531525850296,0.3522762383023898,0.2762192251781623,0.7388872448968687,0.7397164197428362,0.8270886187200324,0.9999788651863734
6,0.5774299463379049,0.9537257162209983,0.2878594052429511,0.8534706819837339,0.317980508241698,0.24353453217544288,0.7310592364117656,0.7130037540688591,0.8219025523115774,0.9795776371643922,0.5423589696486791,0.9559180239836375,0.29419517641266185,0.8659795423348745,0.33317582805951435,0.25596372162302333,0.6823384136918231,0.7282491492735029,0.8045640432388644,0.9166336009899775
7,0.5484060589398179,0.9556577122100046,0.2968838543535393,0.8412342065962676,0.3252232232104952,0.2506635779532317,0.7193293012360166,0.7350924050673674,0.8179190320503563,0.9619776550854477,0.6020117203394572,0.9707733045021693,0.4629765450954437,0.7427570124467214,0.4144359553853671,0.34156350543101627,0.784953927194413,0.7663395887861925,0.8250361522555214,0.9065223236878713
8,0.5085357889950832,0.9613993268146693,0.32841381771820727,0.8257506138810488,0.347720433061368,0.273212071542985,0.7604730962176013,0.7954873535261555,0.8326326505760481,0.9691389286629507,0.6712540437777837,0.9744297514359156,0.5595411707957586,0.6513295819362005,0.41348521411418915,0.357190581659476,0.7755337855223773,0.80004228981212,0.8031245440225251,0.8079114407300949
9,0.49461756577001553,0.9623295854185229,0.3448842598177562,0.8221369285449803,0.35684045745390597,0.2826014421532087,0.7435938321468515,0.7464334604761107,0.8286688870294757,0.9134065247027674,0.6554734408855438,0.9756051500638326,0.5309917057553927,0.6475485265254974,0.39941442261139554,0.3347233608365059,0.850780193167138,0.8743847552880851,0.8651945794464503,0.8300427943468094
10,0.47799573100615883,0.9640330521859856,0.3495640718491278,0.8108520697210436,0.3570672861326521,0.28400138131925995,0.7473264646425968,0.7932794825210499,0.8264484060811628,0.9423944448756281,0.5450020531813303,0.9739337166150411,0.5142805576324463,0.7277678747971853,0.43844833721717197,0.37073446561892826,0.8051770421153278,0.8096323992173421,0.8521006420047815,0.8317526032527288
