epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou
1,1.9000317718161912,0.6554938701332592,0.054263004117080425,0.9223113871011578,0.07833624744146574,0.04886309414735583,1.8974900113211737,0.6972273025247786,0.06844806178154558,0.9803086751037173,0.09907121297791942,0.06510069059407059
2,1.8415048806393732,0.7720640907522107,0.09196704479514575,0.9770153057379801,0.12408306498507984,0.08592364338577771,1.880517794026269,0.8267428841855791,0.09517584582264656,0.9728130797545115,0.12497021264594894,0.08765509731334548
3,1.7790318571153234,0.8932934198223177,0.11759891880095982,0.9525261990359573,0.14290729543713274,0.10341501205426748,1.8449674844741821,0.9634449813101027,0.1410292131734646,0.9409345322185092,0.15630379415546092,0.11773732069791255
4,1.6899154811608987,0.9632326051837108,0.15609386734298017,0.9512000670198535,0.16996005995840321,0.13194437837991557,1.827134867509206,0.9806213080883026,0.1835807709059901,0.9022743403911591,0.15971357439906597,0.12716133543138242
5,1.5869615761960139,0.9692828801811718,0.33054396119274077,0.9522645033773829,0.338629702808427,0.30042481349139916,1.8163914879163106,0.9828500582112206,0.5459080239137014,0.8868846297264099,0.5031424495908949,0.470864658554395
6,1.495830684411721,0.9738591147250817,0.5966749044715381,0.9522507063678054,0.6027936471290276,0.5652142728938431,1.7656257152557373,0.975662327475018,0.5696188890271716,0.9635859429836273,0.5854868508047528,0.548827964398596
7,1.425437509036455,0.976138415883799,0.6441637343559109,0.9532050431751814,0.6513726300880557,0.6138639147164392,1.7694357103771634,0.9847349325815836,0.8596451116932763,0.901547759771347,0.8235615260071225,0.7912498712539673
8,1.3731056139117381,0.9781798886471107,0.6975821627945197,0.9487555955277115,0.6999784175489769,0.6629881424004914,1.745906670888265,0.9856587251027426,0.8607183264361488,0.9128329323397743,0.8319494161340926,0.79859944846895
9,1.2999273030484308,0.9808895734489941,0.7198732803102399,0.9508035524946744,0.7255501712931961,0.6885119290625463,1.7472326126363542,0.9855453703138564,0.9070460067854987,0.8940590255790286,0.8560564418633779,0.8227311852905486
10,1.2467100385759697,0.9804770155031173,0.7235108545569123,0.947744327490447,0.7231274916500342,0.6863718658197121,1.7107861042022705,0.985643145110872,0.8057565655973222,0.9273111753993564,0.7850771612591214,0.751771049367057
