best_val_f1,epochs,batch_size,lr,weight_decay,backbone,tversky_alpha,tversky_beta,metric_threshold,dataset_root
0.8837459981441498,100,32,0.0003,0.0001,tf_efficientnet_b4,0.7,0.3,0.5,/scratch/earnest/samreedh/landslide_segmentation/dataset_bijie_landslide/Bijie-landslide-dataset
