epoch,train_loss,train_loss_main,train_loss_aux2,train_loss_aux3,train_loss_reg,train_acc,train_precision,train_recall,train_f1,train_iou,val_loss,val_loss_main,val_loss_aux2,val_loss_aux3,val_loss_reg,val_acc,val_precision,val_recall,val_f1,val_iou
1,1.476011717709282,0.7352971808426657,0.7387288134203635,0.7436931116082518,0.0,0.9727425619453407,0.513777351520242,0.8757845767613748,0.4420309755512467,0.4062634006386823,1.6410988987783233,0.818030875727588,0.8225781786312696,0.8238027666019618,0.0,0.9815684569871813,0.8344538439946736,0.8671264099797725,0.7528040485511008,0.7161133195835689
2,1.3471595060183876,0.6718154045629452,0.6731586229175053,0.6786222960627287,0.0,0.9782616942353647,0.6583415360954037,0.9089537245268434,0.6148404871259977,0.5782094955616611,1.5918431662372734,0.7942328513314147,0.7965004732462473,0.7992750595622975,0.0,0.9805444380006205,0.6336822002183393,0.9120878008083316,0.5935441299921934,0.5567626683853758
3,1.3118928205049247,0.6540801759605919,0.6557203600630087,0.6609510397567316,0.0,0.9788626170919558,0.6890465879230436,0.9136776244450058,0.6498198501595757,0.6141517034503327,1.576760718968801,0.786956731162777,0.7882120841677008,0.7921918363777739,0.0,0.9701572239183777,0.48633901899980225,0.9411055174545261,0.4752763049403719,0.4382151765650396
4,1.3070675227196407,0.6521031788399733,0.6531790701171765,0.6576422235010582,0.0,0.9776637021348602,0.6790931168384132,0.917757441436471,0.642021425997999,0.6065625963872878,1.5623073158819323,0.780340447107377,0.781485584238376,0.7826887666103212,0.0,0.9722054546920832,0.5213371702671662,0.9212308302252732,0.48867845892240946,0.45209189433678915
5,1.2927926869796307,0.6446914109952909,0.6460157875911583,0.6512294814957403,0.0,0.9782202236438755,0.6739551546181037,0.9179185773298743,0.636516903828033,0.6015207260469897,1.5576866828039666,0.778207578168449,0.7786708314926616,0.7806914696194205,0.0,0.9748505409874211,0.5704656365547964,0.9393639693621694,0.5554735462159621,0.522377408218056
6,1.2852899353763225,0.640825030118626,0.642253329837359,0.647782233912962,0.0,0.9783798830639322,0.6923504061115944,0.9264970027393711,0.6625396574702065,0.6281802044294645,1.5501401557550103,0.7733352025063029,0.7755226391747541,0.7787283818213948,0.0,0.9752483987636085,0.5640705171245709,0.940693872069624,0.5488883214292721,0.5151566359956951
7,1.2678035023467793,0.6321369390531868,0.6329562575637865,0.6397319832005289,0.0,0.9786575348811832,0.6972554810193217,0.9263647041531965,0.6663144876199245,0.6321965549592908,1.5627955700462475,0.7806387177873605,0.7807472240623584,0.7842712481960062,0.0,0.97911790648092,0.5888120161583702,0.9221128946176935,0.5560657764686568,0.5205202134594155
8,1.261768559548317,0.6288575052478409,0.6298605827911997,0.6374867207972078,0.0,0.9792305094820095,0.7070579608466175,0.9299691889116619,0.6790978750637209,0.6453211833374012,1.5537934883191697,0.7750345905334941,0.7765647932510513,0.7820500344145599,0.0,0.9649854033432282,0.46683796045572806,0.9544976865771876,0.46370769278227697,0.43064277599855505
9,1.2587774779904637,0.6275903732351858,0.6288660336228281,0.6346686621159162,0.0,0.979471082913274,0.7259073523731294,0.9305197660390184,0.6969661258738831,0.6642005764111379,1.555784961323015,0.77684972776833,0.7780432077091093,0.7802731751965272,0.0,0.9827250401465901,0.7557858366577617,0.9114847258540267,0.7094714440557914,0.6755664246033658
10,1.2339756711550156,0.6147416370904532,0.616359741201607,0.6235454160447715,0.0,0.981513804191173,0.7646039414376647,0.9294129721475065,0.734463261536385,0.701920455743765,1.5376197180108904,0.7678893795943001,0.7692096181724907,0.770511355425907,0.0,0.9777869214219738,0.6394331416921272,0.9303817525237046,0.612833958605243,0.579216190558585
11,1.2465644945399155,0.6211685494094872,0.6221862647118456,0.6302104162629675,0.0,0.9790091077527597,0.737255382471605,0.9309179991575766,0.7091003243556695,0.6762939292984912,1.5430117516849016,0.7707079194943397,0.7706074460749162,0.7748483875598288,0.0,0.9658875448178729,0.48431636956263613,0.9581164556289838,0.4832938471475714,0.45101845467203006
12,1.2437598473487381,0.6200091902063019,0.6207607342457796,0.6282354855390091,0.0,0.9793397174681988,0.740402020626267,0.9322801228041016,0.7136177429685012,0.6806903512324745,1.537688103124553,0.7676799166073438,0.7691477524244398,0.7712988037925335,0.0,0.9697908201802938,0.5160080351888079,0.9469471619017288,0.5043065578402186,0.4721493095170742
13,1.2403348165916241,0.6187576095426857,0.6195427879737162,0.6246287813515669,0.0,0.979640524615711,0.7413777768550491,0.9340245002759842,0.71579842795795,0.6831741525295679,1.534038566671554,0.7656704966341976,0.7670271878638423,0.7703793444788413,0.0,0.9780142608532406,0.6218792402432451,0.9422048323851631,0.6035007854952016,0.5719331322239362
