best_val_f1,epochs,batch_size,lr,weight_decay,backbone,tversky_alpha,tversky_beta,metric_threshold,dataset_root
0.7528040485511008,40,2,0.0003,0.0001,tf_efficientnet_b0,0.7,0.3,0.5,/home/user/Desktop/Deep_learning_projects/4PI/dataset_bijie_landslide/Bijie-landslide-dataset
