best_val_f1,epochs,batch_size,lr,weight_decay,metric_threshold,tversky_alpha,tversky_beta,main_weight,aux2_weight,aux3_weight,dataset,model_name,in_channels,input_mode_l4s,input_mode_bijie
0.7098509967327118,100,32,0.0003,0.0001,0.5,0.3,0.7,1.0,0.6,0.4,landslide4sense,deeplabv3plus,3,ngb,rgb
