best_val_f1,epochs,batch_size,lr,weight_decay,backbone,pretrained,freeze_backbone,resize_to,bands,tversky_alpha,tversky_beta,main_weight,aux2_weight,aux3_weight,reg_weight,metric_threshold,dataset_root
0.7096000959475836,100,32,0.0003,0.0001,tf_efficientnet_b4,True,True,256,RGB-NDVI-SLOPE-DEM,0.7,0.3,1.0,0.6,0.4,0.001,0.65,/home/user/Desktop/Deep_learning_projects/4PI/dataset
